id,city,postcode,coord_X,coord_Y,dist,bearing,house_state_index,house_quality_index,floors,bedrooms,baths,basement,living_m2,lot_m2,living_vs_neighbors,lot_vs_neighbors,age_since_construction,age_since_renovation,POI_view,view_quality,month,dow,price
7654,Springfield,10036,-13526.4954929295,-2852.83743191818,13824.064588,-101.909562,Fair,5,1,3,1.75,S,247,1098,1,1.17,64,64,N,Poor,4,Tuesday,440809
7655,Springfield,10016,-11583.9557190384,-11328.914553582,16202.849597,-134.362272,Good,4,1,3,1,S,177,1342,0.98,1,62,62,N,Very Poor,1,Monday,277931
7656,Springfield,10038,4258.53590483493,-4089.89631547476,5904.437308,133.842774,Fair,5,1,4,2.5,S,223,894,0.99,1.74,53,6,N,Very Poor,2,Wednesday,440213
7657,Springfield,10007,-2973.92278235299,2368.91395244872,3802.100739,-51.460504,Fair,5,2,7,4.75,N,500,1005,2.33,0.99,48,48,N,Very Poor,1,Thursday,779697
7658,Springfield,10038,2598.45454314994,167.34831388731,2603.837835,86.315068,Fair,8,3,4,3,S,387,1227,1.1,1,15,15,N,Very Poor,4,Thursday,1014472
7659,Springfield,10024,-6361.89879104362,2404.97234348394,6801.297538,-69.292032,Fair,5,3,3,1.5,S,222,427,1.41,0.88,95,20,N,Very Poor,3,Tuesday,369089
7660,Springfield,10040,9438.86990926847,8513.02358809884,12710.776364,47.952342,Fair,6,3,5,2.75,N,263,570,0.89,0.98,5,5,N,Very Poor,7,Thursday,721084
7661,Springfield,10003,-5659.22925202854,28165.5038468383,28728.426387,-11.361031,Good,4,1,4,2.25,S,236,925,1.04,1,35,34,N,Very Poor,9,Tuesday,396151
7662,Springfield,10024,-7113.83893775414,3184.10924782962,7793.924309,-65.887013,Fair,3,2,5,1,N,131,627,1.04,1,86,86,N,Very Poor,5,Wednesday,382466
7663,Springfield,10030,11249.9265524619,5392.00572939107,12475.358641,64.391948,Fair,7,3,4,2.75,N,376,1016,1.09,1.02,19,19,N,Very Poor,4,Wednesday,805633
7664,Springfield,10012,3790.73092747834,19847.3366289446,20206.098392,10.812949,Fair,6,3,4,3,N,243,534,0.76,0.93,8,7,N,Very Poor,7,Monday,640725
7665,Springfield,10006,-17460.8827600955,17025.9374287627,24387.803757,-45.722572,Fair,8,3,4,2.5,N,268,1950,0.85,1.05,28,27,N,Very Poor,10,Thursday,1171661
7666,Springfield,10016,-12099.0631462615,-4957.27286499856,13075.23932,-112.280075,Poor,4,1,3,1,N,93,711,0.87,1.01,64,64,N,Very Poor,4,Tuesday,164290
7667,Springfield,10032,-3578.98917139509,-2133.57600844896,4166.690542,-120.80083,Very Good,4,3,3,1.75,N,187,573,1.14,0.84,77,77,N,Very Poor,9,Friday,308579
7668,Springfield,10054,-13508.7181666675,4840.87901163893,14349.898122,-70.284747,Fair,4,3,3,2.75,S,102,69,0.94,0.15,6,5,N,Very Poor,6,Monday,250675
7669,Springfield,10038,1394.19746293763,-3290.78054544142,3573.936648,157.039195,Fair,4,3,2,2.5,N,132,208,0.95,1,12,12,N,Very Poor,12,Monday,245587
7670,Springfield,10016,-12860.2614734101,-8313.29012897362,15313.298728,-122.879938,Fair,9,3,3,3.5,N,434,1972,1.49,0.87,41,26,Y,Very Good,12,Monday,1444529
7671,Springfield,10006,-16044.3484559263,13252.7258115812,20809.994205,-50.443094,Good,4,1,3,2.75,S,215,485,1,1,76,76,N,Very Poor,4,Thursday,692884
7672,Springfield,10012,4693.24574902047,17679.9009098259,18292.223808,14.866667,Fair,4,5,2,2.5,S,210,163,1.03,0.99,5,4,N,Very Poor,3,Wednesday,575669
7673,Springfield,10036,-14274.256873643,-471.788009391801,14282.051436,-91.893032,Very Good,4,1,3,2.25,N,116,696,0.97,1.01,73,73,N,Very Poor,6,Wednesday,342561
7674,Springfield,10035,-9574.80871593755,-28820.771791164,30369.620488,-161.622531,Good,4,1,3,2,N,126,899,0.98,1,32,32,N,Very Poor,12,Monday,214366
7675,Springfield,10001,-11673.4002196224,19379.7037544331,22623.907494,-31.062735,Good,4,1,3,2,S,213,464,1.87,1,55,55,N,Very Poor,4,Thursday,654995
7676,Springfield,10040,12964.6467999371,12611.3240683517,18086.668057,45.79147,Fair,8,3,5,2.5,N,433,1472,1.22,1.07,17,17,N,Very Poor,8,Monday,878878
7677,Springfield,10046,11230.1808133169,15643.0421541846,19256.732042,35.674665,Fair,7,3,4,3,N,404,20150,1.79,6.18,30,29,N,Very Poor,10,Monday,785994
7678,Springfield,10011,7592.30043016441,-17539.1991851732,19111.947412,156.593366,Fair,4,3,3,2.25,N,150,350,1,0.99,3,3,N,Very Poor,4,Tuesday,255389
7679,Springfield,10041,-13404.4622535948,17448.8183037255,22003.201324,-37.532048,Fair,5,1,5,2,S,177,465,1.08,1,58,58,N,Fair,7,Tuesday,554583
7680,Springfield,10020,-3139.7582555912,-26226.1979388659,26413.472703,-173.173133,Good,2,1,3,1,N,90,867,0.92,0.82,72,71,N,Very Poor,4,Tuesday,180665
7681,Springfield,10053,4328.24716430643,3559.40116805389,5603.843341,50.5673,Fair,8,3,4,3.5,N,408,3350,0.92,1.01,25,24,N,Very Poor,6,Friday,1156735
7682,Springfield,10006,-17015.4750166615,15245.6708120552,22846.375392,-48.140024,Good,4,1,4,1.75,S,170,557,1.19,1,76,76,N,Very Poor,8,Tuesday,561724
7683,Springfield,10038,2147.8380551565,-3346.14278677426,3976.163963,147.304213,Fair,5,3,5,2.75,N,248,443,1.04,0.89,1,0,N,Very Poor,1,Tuesday,421535
7684,Springfield,10023,339.863245013329,-15976.4863558512,15980.100854,178.781347,Fair,4,3,4,4.25,S,417,531,2.05,0.94,12,12,N,Very Poor,10,Thursday,431440
7685,Springfield,10004,-13339.9244841343,12834.5367758491,18511.588789,-46.106154,Fair,6,5,2,2.5,N,156,91,1,1,5,4,N,Very Poor,5,Monday,820805
7686,Springfield,10029,-15006.4659287224,7724.15823602248,16877.696529,-62.764123,Good,5,3,4,2.75,S,251,558,1.32,1.11,105,105,N,Very Poor,7,Wednesday,659255
7687,Springfield,10014,-414.786084439156,-7460.18080488481,7471.702961,-176.817631,Fair,5,3,3,2.5,N,171,235,1.14,0.91,11,11,N,Very Poor,12,Monday,242066
7688,Springfield,10006,-15738.3183057229,15264.3216105991,21924.738934,-45.875922,Very Good,5,1,3,2.5,S,249,464,1.15,0.83,64,64,N,Very Poor,3,Friday,731271
7689,Springfield,10046,10998.5053124709,18989.2449389449,21944.442177,30.079275,Fair,4,3,4,2.5,N,224,417,1.06,1,13,12,N,Very Poor,10,Friday,523939
7690,Springfield,10016,-12780.8354363163,-6478.99460931337,14329.240231,-116.881838,Good,3,1,3,1,N,89,667,0.91,0.94,56,55,N,Very Poor,4,Tuesday,188637
7691,Springfield,10050,-1764.2764725662,18945.7776192983,19027.747136,-5.320178,Good,4,1,2,1.75,S,154,700,0.66,0.84,57,57,N,Very Poor,7,Monday,592189
7692,Springfield,10007,-4329.391244171,2013.97997088067,4774.907734,-65.052726,Fair,7,3,5,3.5,S,375,1936,1.04,1.14,41,9,N,Good,3,Monday,1402153
7693,Springfield,10034,-7085.81897910944,26187.9601768562,27129.653312,-15.140301,Good,4,1,3,2,N,135,565,0.77,1.01,46,46,N,Very Poor,12,Thursday,356193
7694,Springfield,10052,-8441.87211543819,21797.9516717034,23375.540676,-21.170301,Fair,3,1,1,0.75,N,87,616,0.59,1,92,92,N,Very Poor,5,Monday,310190
7695,Springfield,10038,4862.24321468794,-4967.74955845276,6951.254905,135.614938,Good,5,1,4,2.5,N,194,1030,1.13,1,47,47,N,Very Poor,8,Thursday,321301
7696,Springfield,10024,-7939.38204313485,5041.90731630968,9405.031452,-57.582397,Good,4,2,3,1,N,132,552,1.25,1.5,97,96,N,Very Poor,5,Monday,394352
7697,Springfield,10036,-13521.384599946,-640.347689923683,13536.538947,-92.711396,Fair,5,3,4,2.5,N,199,376,1.17,0.52,2,2,N,Very Poor,3,Thursday,346538
7698,Springfield,10021,12455.1861284964,4805.18472865749,13349.961115,68.90349,Fair,7,3,4,2.5,N,223,899,0.91,1.05,28,28,N,Very Poor,11,Tuesday,570330
7699,Springfield,10004,-13941.1593281774,12835.9422827636,18950.391492,-47.363525,Good,6,5,4,2.5,S,299,336,1.29,0.89,19,19,N,Good,8,Thursday,1277413
7700,Springfield,10002,7503.91311347014,-7499.86389009957,10609.272849,134.984537,Good,4,1,4,1.75,S,190,8769,0.9,1.99,56,56,N,Very Poor,6,Friday,399690
7701,Springfield,10029,-15915.8620237865,5247.19366158687,16758.511428,-71.753476,Good,4,1,2,1,N,81,536,0.79,1,69,69,N,Very Poor,6,Monday,358880
7702,Springfield,10011,7213.56455338673,-16716.959168078,18206.92828,156.659234,Good,5,3,3,2,N,154,802,1.12,1,28,28,N,Very Poor,7,Tuesday,237341
7703,Springfield,10032,-4559.09905362258,-2900.04037954886,5403.296992,-122.460417,Fair,3,1,3,1,N,80,720,0.88,1.08,55,55,N,Very Poor,8,Wednesday,182254
7704,Springfield,10008,-9794.90964227629,20410.2599886705,22638.881768,-25.636408,Good,4,1,2,1,S,91,473,0.68,1,75,74,N,Very Poor,7,Tuesday,320081
7705,Springfield,10011,1699.19709205664,-15564.8911601218,15657.365921,173.769773,Good,6,1,4,2.5,N,210,1280,0.85,1.01,41,41,N,Very Poor,8,Tuesday,308517
7706,Springfield,10045,10840.6415841841,-17478.5136491873,20567.40016,148.191704,Fair,6,3,4,2.5,N,260,435,1.02,0.99,10,10,N,Very Poor,11,Monday,351044
7707,Springfield,10002,1395.55209525999,-8983.18818361651,9090.942503,171.169599,Fair,4,1,3,2.5,S,138,743,0.79,1.01,39,39,N,Very Poor,12,Wednesday,238683
7708,Springfield,10039,-638.939351255772,11674.1383295661,11691.610207,-3.13274,Good,4,1,3,2,S,174,788,1.45,0.93,46,45,N,Very Poor,3,Friday,755144
7709,Springfield,10015,-1312.61575888425,24293.6426835743,24329.077972,-3.092755,Fair,5,1,4,2.75,S,271,588,1.48,0.89,31,31,N,Very Poor,7,Wednesday,463652
7710,Springfield,10050,-338.01377094087,15954.6715249367,15958.251683,-1.21368,Good,4,1,3,2,N,156,1056,0.76,1,57,57,N,Poor,11,Tuesday,489921
7711,Springfield,10047,8470.94845125102,1740.55816761063,8647.919426,78.388823,Fair,4,3,3,2.5,N,107,63,1,0.9,2,2,N,Very Poor,2,Monday,294433
7712,Springfield,10024,-6811.79144573748,3984.25731059283,7891.43897,-59.676381,Good,3,1,2,1,N,74,477,0.62,1,65,64,N,Very Poor,1,Friday,307157
7713,Springfield,10028,-9980.43949847399,-336.150323714619,9986.098819,-91.929045,Fair,3,1,2,1,N,63,593,0.55,0.82,71,70,N,Very Poor,9,Tuesday,157755
7714,Springfield,10055,-15577.4835309686,19222.0556276673,24741.57262,-39.021182,Fair,5,3,3,2.5,N,166,368,1.34,1,23,23,N,Very Poor,10,Wednesday,512993
7715,Springfield,10053,4477.48302754014,5271.71217388971,6916.560092,40.34262,Fair,7,3,4,3.5,N,371,489,1.24,0.81,7,7,N,Very Poor,6,Thursday,950293
7716,Springfield,10012,1689.47517322303,18000.6901157747,18079.800082,5.361853,Fair,4,1,3,2,N,125,911,1.02,1,72,72,N,Very Poor,12,Friday,242969
7717,Springfield,10053,3349.99919574121,3013.96946289118,4506.27413,48.02252,Fair,6,3,3,2.5,N,215,1114,0.82,1.2,27,27,N,Very Poor,4,Thursday,672937
7718,Springfield,10053,2294.60839350073,6726.93151739643,7107.519632,18.834906,Fair,4,1,4,1.75,S,157,800,1.04,0.96,59,58,N,Very Poor,11,Tuesday,332015
7719,Springfield,10001,-11747.7969700001,19713.4072029891,22948.402062,-30.791953,Fair,4,1,3,2,S,149,419,1.01,0.99,37,37,N,Very Poor,9,Monday,448891
7720,Springfield,10050,-488.287797673973,15409.8822255939,15417.616391,-1.814905,Fair,4,1,2,1.75,N,119,788,0.66,0.82,61,4,N,Very Poor,10,Wednesday,522366
7721,Springfield,10015,-3260.37256669084,28597.2892908962,28782.546518,-6.504199,Fair,5,3,3,2.5,N,260,457,1.14,1,11,10,N,Very Poor,1,Wednesday,463039
7722,Springfield,10023,-2151.94973304225,-14564.1381286102,14722.262295,-171.594976,Fair,4,1,3,2.25,N,134,910,0.91,1,50,50,N,Very Poor,2,Monday,222369
7723,Springfield,10012,4916.30515865049,20304.0340792004,20890.76007,13.611309,Fair,7,3,3,3,N,270,1097,1,1.23,19,19,N,Very Poor,11,Friday,706360
7724,Springfield,10040,9808.48941254941,12338.3257050294,15762.003228,38.483335,Fair,6,1,2,1.75,N,177,1128,0.74,0.99,39,39,N,Very Poor,9,Monday,382590
7725,Springfield,10006,-16643.032668093,14132.7556286056,21834.040351,-49.6631,Fair,4,1,3,1,S,135,502,0.8,0.97,77,77,N,Very Poor,11,Monday,516646
7726,Springfield,10048,2736.58961846832,26740.2167536256,26879.883087,5.843298,Fair,4,1,4,1.75,S,238,768,1.1,0.98,36,36,N,Very Poor,10,Tuesday,393877
7727,Springfield,10040,9281.08976884967,13137.9831915829,16085.559662,35.238601,Good,7,3,4,1.75,N,259,924,1.07,0.83,38,38,N,Very Poor,6,Sunday,583292
7728,Springfield,10009,8512.36902841476,24900.1201028788,26314.946468,18.873535,Good,6,3,4,2.5,N,324,1717,1.22,1,24,23,N,Very Poor,9,Thursday,644413
7729,Springfield,10054,-13133.8554046814,4206.28700896522,13790.975607,-72.241664,Fair,4,1,3,1,N,105,999,1,1.69,62,62,N,Very Poor,9,Monday,251837
7730,Springfield,10018,-1623.05639217603,-13319.109276769,13417.637049,-173.052236,Fair,4,1,4,2.75,S,182,906,0.85,0.93,30,30,N,Very Poor,2,Friday,273563
7731,Springfield,10016,-13236.2905110914,-7823.26164697253,15375.396232,-120.585057,Good,4,3,3,1,N,252,1769,1.26,1,66,66,N,Good,6,Friday,361403
7732,Springfield,10029,-15986.5195168345,6926.24247140758,17422.446471,-66.575077,Fair,5,5,2,2.5,S,186,233,1.02,0.44,22,22,N,Poor,3,Wednesday,523569
7733,Springfield,10012,3718.22861456148,15833.545048012,16264.266747,13.215448,Fair,4,1,3,1,N,75,648,0.44,0.92,46,45,N,Very Poor,7,Thursday,321884
7734,Springfield,10025,-12716.4561116546,23006.516539191,26287.032151,-28.930868,Fair,5,5,3,1.5,N,115,91,1,0.96,6,6,N,Very Poor,2,Friday,280055
7735,Springfield,10055,-13103.1821060236,17848.3970293582,22141.785335,-36.283798,Fair,5,3,4,2.25,S,219,232,1.3,0.64,14,14,N,Good,12,Monday,611382
7736,Springfield,10008,-9948.78441794116,18209.0676095971,20749.661554,-28.650617,Good,4,2,4,1,N,148,418,0.92,1,89,89,N,Very Poor,3,Friday,636990
7737,Springfield,10024,-7340.2332641321,2739.66283511092,7834.843765,-69.532454,Fair,4,1,3,1,S,144,813,0.73,1.2,62,61,N,Very Poor,9,Wednesday,262284
7738,Springfield,10039,-2667.25972950699,14409.8198439289,14654.595948,-10.486766,Good,6,3,4,2.5,N,251,1661,0.71,1.07,55,55,N,Very Poor,4,Tuesday,1372046
7739,Springfield,10025,-11139.3919972466,23826.056624076,26301.464376,-25.057491,Fair,4,1,4,2,N,142,724,1.04,1,59,58,N,Very Poor,1,Tuesday,438637
7740,Springfield,10034,-10311.096775464,25603.4980256617,27601.772187,-21.93574,Very Good,4,1,2,1.5,N,130,1041,1.15,1,67,66,N,Very Poor,9,Monday,368950
7741,Springfield,10001,-11678.2152148681,16978.1308271342,20606.73766,-34.521698,Good,4,2,3,1,S,152,604,0.93,1.62,79,78,N,Very Poor,9,Tuesday,658229
7742,Springfield,10008,-9349.19230776612,17529.8512132403,19867.135686,-28.07233,Good,5,3,4,1.75,S,248,328,1.27,0.87,99,99,N,Very Poor,10,Tuesday,790620
7743,Springfield,10024,-8014.01162676883,5497.85521510681,9718.579851,-55.548695,Fair,6,3,3,2.75,S,198,130,1.4,0.45,6,6,N,Very Poor,2,Tuesday,475360
7744,Springfield,10001,-11224.2662833471,18711.7141829945,21820.000029,-30.957537,Fair,5,1,2,1.5,S,183,560,0.96,1.01,65,65,N,Very Poor,2,Friday,601018
7745,Springfield,10038,2447.79159846289,233.991952757873,2458.950171,84.539512,Fair,8,3,4,2.5,N,380,1030,1.16,0.93,15,15,N,Very Poor,3,Friday,926648
7746,Springfield,10055,-15505.3126297767,18132.2533403271,23857.772967,-40.534524,Fair,4,1,3,2.5,S,142,276,0.93,0.58,17,16,N,Very Poor,7,Wednesday,557503
7747,Springfield,10023,113.276399400494,-15387.2508209381,15387.667769,179.578213,Good,4,1,4,2.25,S,179,668,1.09,1,26,25,N,Very Poor,6,Tuesday,245844
7748,Springfield,10046,9576.15537138577,16507.3259793686,19083.882275,30.118684,Fair,7,3,4,2.5,N,344,2834,1.15,1.04,26,25,N,Very Poor,10,Thursday,787308
7749,Springfield,10027,-15917.989045421,-23337.1399534852,28248.973016,-145.702561,Fair,5,1,3,2,N,170,1010,0.74,1.21,26,26,N,Very Poor,7,Thursday,268288
7750,Springfield,10034,-6932.77525639956,28767.2870234613,29590.879937,-13.549631,Good,4,1,4,2.5,S,201,727,0.99,0.79,39,39,N,Very Poor,6,Thursday,387301
7751,Springfield,10034,-10381.0986987121,28394.3877364675,30232.572916,-20.082609,Very Good,4,1,3,1.5,N,133,742,1.02,0.81,67,67,N,Very Poor,9,Tuesday,290037
7752,Springfield,10022,-13752.9072335432,28868.3668738159,31976.94581,-25.473158,Good,4,1,3,2,N,148,1043,0.74,0.69,67,67,N,Very Poor,5,Tuesday,427036
7753,Springfield,10016,-11956.3881917595,-8926.69161091467,14921.16087,-126.745179,Fair,6,1,4,2.5,S,292,1508,1.24,1.23,28,28,N,Poor,11,Wednesday,674376
7754,Springfield,10015,-1311.83251314121,27762.6293758773,27793.605279,-2.705313,Fair,4,1,3,1.75,N,117,788,0.66,0.65,45,45,N,Very Poor,8,Tuesday,295007
7755,Springfield,10030,9588.92483563314,8735.63318640803,12971.459697,47.666079,Good,5,1,4,2.5,S,228,4245,0.96,1.43,46,46,N,Very Poor,2,Friday,533891
7756,Springfield,10001,-11603.8008489558,16633.3113613628,20280.908288,-34.900561,Fair,4,1,4,2.5,S,200,291,1.31,0.84,74,73,N,Very Poor,9,Friday,570269
7757,Springfield,10027,-15084.320751959,-22616.6841185592,27185.494902,-146.298479,Good,5,1,4,1.75,N,182,574,0.97,0.76,48,48,N,Very Poor,9,Thursday,242182
7758,Springfield,10028,-8928.75194200488,-2205.68772577473,9197.155516,-103.876083,Good,4,1,3,2.25,S,136,1549,0.95,1.85,55,54,N,Very Poor,8,Friday,236788
7759,Springfield,10027,-14106.3102522094,-24675.8894190665,28423.362003,-150.244964,Fair,5,1,4,2.75,S,216,708,1,0.96,24,23,N,Very Poor,6,Thursday,225408
7760,Springfield,10048,1161.71545795922,28729.9144686748,28753.39229,2.315536,Fair,5,3,4,2.75,N,203,303,1,0.9,10,9,N,Very Poor,8,Monday,407899
7761,Springfield,10013,1017.03966377081,-1289.60892728463,1642.394856,141.739207,Fair,5,3,4,2.5,N,189,545,0.91,1.07,10,9,N,Very Poor,10,Friday,302946
7762,Springfield,10052,-10841.6625705606,22580.2200344422,25048.113384,-25.647516,Fair,4,2,4,1.5,N,133,673,0.93,1,68,68,N,Very Poor,10,Friday,330599
7763,Springfield,10049,1312.96231502066,22759.2892173464,22797.12955,3.301681,Good,4,1,3,2.25,S,159,714,0.86,1.07,41,41,N,Very Poor,8,Friday,370340
7764,Springfield,10038,3201.71230690123,-1144.28671378459,3400.052026,109.666806,Good,4,1,4,1.75,N,137,1036,1,0.55,45,44,N,Very Poor,7,Friday,271499
7765,Springfield,10011,1850.46064629214,-16276.3854990187,16381.237118,173.513898,Good,5,3,5,3.5,N,304,5480,1.81,3.29,47,47,N,Very Poor,6,Wednesday,501643
7766,Springfield,10038,1996.10399547638,-388.792668223017,2033.615229,101.021831,Fair,5,1,4,2.25,N,161,1007,1.03,1.01,47,46,N,Very Poor,12,Monday,376988
7767,Springfield,10011,3967.60539870343,-19732.9660080958,20127.887124,168.631416,Good,5,1,5,2.5,S,282,2001,1.88,1.31,38,38,N,Very Poor,6,Monday,282805
7768,Springfield,10008,-7621.4368256097,17983.1912279511,19531.550528,-22.967664,Very Good,5,1,5,3,S,268,623,1.22,1.07,37,36,N,Very Poor,8,Thursday,757977
7769,Springfield,10014,-339.402022963458,-8004.965491322,8012.157403,-177.572174,Fair,4,3,3,2.5,N,147,639,1,0.98,21,21,N,Very Poor,4,Sunday,255616
7770,Springfield,10046,12424.7880868302,19058.8222347187,22751.133246,33.101051,Fair,6,3,4,3.25,N,344,626,1.19,0.99,2,1,N,Very Poor,3,Tuesday,836273
7771,Springfield,10002,-113.096007827614,-6037.09382385839,6038.153074,-178.926774,Good,3,1,3,1,N,106,701,0.88,1,56,55,N,Very Poor,9,Wednesday,191358
7772,Springfield,10025,-11439.9893665495,23548.6762865925,26180.403197,-25.910565,Fair,4,1,3,1,N,107,435,1,0.69,60,60,N,Very Poor,8,Monday,315243
7773,Springfield,10023,-3209.77033014127,-15886.6764314908,16207.686868,-168.577633,Good,4,4,6,2,N,259,1300,1.31,1,61,52,N,Very Poor,3,Friday,286718
7774,Springfield,10008,-6344.18955568709,18671.0031574838,19719.409221,-18.767163,Fair,5,1,4,2.5,S,276,2494,1.19,2.84,67,20,N,Good,10,Wednesday,1025371
7775,Springfield,10024,-7188.22903942789,3906.88079298205,8181.341837,-61.475438,Good,3,1,3,1,N,89,572,0.77,1.49,104,103,N,Very Poor,3,Wednesday,280495
7776,Springfield,10020,-2156.32519940741,-26515.6988310686,26603.233316,-175.35079,Good,4,2,3,1.5,N,177,978,1.08,1.16,92,47,N,Very Poor,10,Tuesday,216392
7777,Springfield,10023,-717.609733227378,-16965.9367984859,16981.106418,-177.577999,Fair,5,3,4,2.5,N,196,586,0.77,1,16,16,N,Very Poor,4,Wednesday,282089
7778,Springfield,10053,5004.77881243061,4649.52159124904,6831.241614,47.107409,Fair,7,3,5,2.25,N,285,1268,0.89,1.28,26,26,N,Very Poor,9,Friday,660757
7779,Springfield,10011,4116.40857721952,-16386.4124280568,16895.541774,165.898598,Good,5,3,4,2.5,N,245,875,1.05,1.06,21,20,N,Very Poor,8,Monday,348464
7780,Springfield,10045,10535.334807394,-15733.5707999231,18935.113668,146.193394,Fair,5,3,3,2.25,N,198,948,1.04,0.87,27,26,N,Very Poor,9,Tuesday,344129
7781,Springfield,10045,10311.4988683475,-17290.463582049,20131.744579,149.189454,Fair,4,3,4,2.5,N,168,756,1.14,1,18,18,N,Very Poor,6,Tuesday,220835
7782,Springfield,10016,-12036.0869236027,-11005.5844918114,16309.208394,-132.439243,Fair,6,3,3,3,S,394,5121,1.47,2.03,65,16,N,Good,12,Tuesday,782788
7783,Springfield,10046,14916.5444560965,13472.1011355908,20099.77133,47.912756,Fair,7,3,4,2.25,N,417,8035,1.16,0.89,25,25,N,Very Poor,10,Wednesday,780988
7784,Springfield,10046,11225.0806353374,18289.2150216412,21459.212972,31.539692,Fair,4,3,3,2.5,N,197,490,0.9,1,10,10,N,Very Poor,3,Wednesday,493686
7785,Springfield,10055,-15205.3167225916,17998.0414503199,23561.221375,-40.192185,Good,4,1,2,1,N,108,377,0.74,0.88,105,104,N,Very Poor,5,Saturday,508976
7786,Springfield,10053,5230.13039508146,5127.80070425315,7324.520736,45.566027,Fair,6,3,5,3.5,N,258,865,1.1,0.95,30,30,N,Very Poor,9,Tuesday,708005
7787,Springfield,10007,-3876.71464662111,3392.31202381172,5151.378196,-48.812512,Very Good,7,3,4,3.5,S,411,1913,1.04,1.1,49,48,N,Fair,11,Wednesday,1516385
7788,Springfield,10011,1396.16834908562,-11573.6614577739,11657.569455,173.121462,Good,4,1,6,2.5,S,241,1013,1.05,1.04,45,45,N,Very Poor,12,Friday,220289
7789,Springfield,10014,-3655.55749341898,-4090.3036516782,5485.771099,-138.212427,Good,3,1,3,2,S,164,666,1.02,1,80,80,N,Very Poor,4,Tuesday,253761
7790,Springfield,10008,-10023.697092511,18309.2619456456,20873.513753,-28.699203,Fair,4,1,3,1,S,96,278,0.56,1,90,89,N,Very Poor,7,Monday,338043
7791,Springfield,10030,13199.6217585782,8409.12890428188,15650.669746,57.499869,Fair,4,3,3,2.5,N,210,388,0.82,0.92,11,11,N,Very Poor,6,Monday,485030
7792,Springfield,10052,-7016.71099758343,21317.9656342925,22443.036604,-18.218724,Good,5,2,4,2.75,S,253,573,1.12,1.03,67,66,N,Good,8,Wednesday,678861
7793,Springfield,10011,7667.04807172111,-16927.623044492,18583.00428,155.632746,Very Good,3,1,2,1,N,78,490,0.92,1.03,47,47,N,Very Poor,5,Friday,184239
7794,Springfield,10033,-794.714463976338,-28583.9153814999,28594.960913,-178.407424,Fair,6,3,4,2.5,N,239,465,1.01,1.11,1,1,N,Very Poor,4,Tuesday,375092
7795,Springfield,10047,6810.09403292721,5440.73745961669,8716.593649,51.377855,Very Good,5,1,3,1,N,285,2807,1.63,1.54,57,57,N,Very Poor,4,Wednesday,735869
7796,Springfield,10051,-9706.11621610184,-16657.7796819503,19279.271665,-149.7716,Good,4,2,5,1.5,N,170,745,1.08,0.98,52,51,N,Very Poor,5,Friday,249602
7797,Springfield,10009,8437.03130630205,25133.4998401019,26511.814564,18.556319,Fair,5,1,3,1.75,S,119,1503,1.1,1.53,39,39,N,Very Poor,12,Wednesday,298623
7798,Springfield,10016,-14516.3986738104,-6997.49903902672,16114.925481,-115.735972,Good,6,3,3,3.5,S,190,2020,0.89,1.78,85,85,Y,Very Good,2,Wednesday,677381
7799,Springfield,10012,4391.44402590969,19580.9158363213,20067.312865,12.640656,Good,4,1,3,1.75,S,161,728,0.98,1.08,38,38,N,Very Poor,9,Friday,515778
7800,Springfield,10040,9213.22219592363,8523.78155729962,12551.426822,47.225977,Fair,6,3,5,3.25,N,306,598,1.03,0.93,4,4,N,Very Poor,10,Sunday,714599
7801,Springfield,10049,-3789.70266705088,21426.156697301,21758.723242,-10.030323,Fair,6,3,4,2.5,N,224,656,1.08,0.98,22,22,N,Very Poor,11,Thursday,558298
7802,Springfield,10041,-15581.8563121331,17587.6531385319,23497.229391,-41.539475,Good,4,1,2,1,S,176,438,0.88,1,88,88,N,Very Poor,1,Monday,545468
7803,Springfield,10046,11300.5532431114,18089.2288885806,21328.917117,31.993504,Fair,4,3,3,2.5,N,157,617,0.8,1.31,11,11,N,Very Poor,11,Monday,410541
7804,Springfield,10008,-10323.2043396419,18776.7591680763,21427.441114,-28.801391,Fair,4,3,3,2.5,S,147,269,0.99,0.75,30,29,N,Very Poor,12,Monday,504012
7805,Springfield,10037,-9736.11159652843,10670.4575849589,14444.740707,-42.378456,Good,5,3,3,3,S,123,128,0.73,0.78,10,10,N,Very Poor,9,Friday,484968
7806,Springfield,10014,-716.359137500324,-6726.36586259695,6764.404492,-173.920904,Fair,3,1,3,1,N,93,877,0.77,0.7,53,53,N,Very Poor,4,Tuesday,186240
7807,Springfield,10036,-13748.882958002,-1284.66812745434,13808.770937,-95.338104,Fair,4,1,3,1,N,137,625,1,0.89,56,55,N,Very Poor,2,Thursday,219103
7808,Springfield,10005,4549.00919278202,10052.6062704284,11033.964721,24.347721,Good,4,1,3,1.75,N,127,507,0.87,0.7,58,58,N,Very Poor,8,Monday,396393
7809,Springfield,10024,-8089.83001192663,5086.58634828707,9556.082372,-57.839835,Fair,3,1,2,1,S,107,280,1,0.6,101,101,N,Very Poor,3,Saturday,389264
7810,Springfield,10043,-7937.56942299948,6376.08926007927,10181.332064,-51.22579,Very Good,4,1,3,2,S,191,378,1.47,1,93,92,N,Very Poor,8,Friday,532420
7811,Springfield,10034,-6784.42296094202,27443.9994179532,28270.152086,-13.885677,Fair,5,2,3,2.25,N,193,1401,1.01,1.01,61,3,N,Very Poor,6,Monday,495089
